caseid,birthyr,gender4,race,educ,region,ideo5,religpew,faminc_new,pid3,327a,327b,327d,330a,330b,330c,331a,331b,331d,332a,332b,332c,332d,332e,332f,332g,333a,333b,333c,333d,334a,334b,334c,334d,334e,334f,334g,334h,355a,355e
1242523809,B,A,A,C,D,C,A,I,C,A,A,B,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1236892697,B,B,A,B,C,E,A,D,C,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,A,B,B
1237702933,A,B,A,B,B,D,B,C,A,A,A,B,B,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A
1235297507,B,A,A,E,B,D,I,J,C,A,A,A,A,A,B,B,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,B,B,A,A,B
1246295579,D,B,C,B,C,D,B,F,B,B,A,A,A,B,A,A,A,A,B,B,A,A,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B
1243230261,B,A,A,C,C,C,I,G,C,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1238854535,D,B,A,F,A,C,A,F,A,A,A,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,A,A,A,A,A,B,B,A,A,B,A,A,B
1244712057,A,B,A,B,B,E,A,D,B,B,A,B,A,A,B,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,B,A,B,A,B,B,A,A,B
1247692953,C,B,B,B,B,B,A,E,A,A,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A
1235034419,B,A,E,C,B,E,A,F,C,B,A,A,A,B,A,B,A,A,A,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,A
1236752115,B,A,A,A,D,C,A,B,D,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B
1250193319,C,B,E,C,C,A,I,J,D,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1249716207,B,B,B,C,D,C,A,H,A,A,A,A,B,A,B,A,B,A,A,A,B,B,B,A,A,A,B,A,B,A,A,B,B,A,A,B,A,A,B
1232850639,A,A,C,E,C,C,B,B,B,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,B,B,A,A
1247684587,D,B,C,B,C,C,K,G,C,A,A,A,A,B,B,B,A,A,A,B,B,B,B,B,A,B,B,A,B,A,A,B,B,A,B,B,B,B,B
1236826579,D,B,A,E,D,C,C,H,C,A,A,A,B,A,B,A,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1238093993,B,B,B,C,C,D,L,D,A,B,A,B,B,A,B,B,A,A,A,B,B,B,B,B,B,A,B,B,A,A,A,A,B,A,A,B,A,B,B
1240305515,C,B,C,F,C,B,B,K,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1237028781,C,B,A,E,D,C,K,F,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1236090989,B,B,E,B,C,E,A,C,B,A,A,B,A,A,B,A,A,A,A,A,A,B,B,B,B,A,A,B,A,B,A,A,B,A,A,B,A,B,B
1238396373,B,B,B,A,C,C,A,C,A,A,A,B,B,A,B,A,A,B,B,A,B,A,A,B,B,A,B,B,A,A,A,A,B,A,A,B,A,B,A
1237702989,C,A,C,C,C,A,K,L,A,A,A,A,B,A,B,B,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B
1243600667,B,B,A,B,A,B,L,I,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,B
1238199581,C,A,C,E,D,E,A,G,C,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B
1240294787,D,A,A,E,B,C,J,H,C,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,B,A,B,A,A,A
1237124079,B,A,A,B,B,B,K,G,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,B,B,A,A
1242719089,B,B,C,B,C,A,B,F,A,B,A,B,B,A,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,A
1247103141,C,B,B,D,B,A,J,G,A,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1242952275,B,A,B,F,C,B,B,L,A,A,A,A,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A
1234959087,C,A,A,C,C,B,L,C,A,A,A,B,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1238990413,C,A,D,D,A,B,J,E,A,A,A,A,B,A,B,A,A,B,A,A,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1237121047,B,B,A,F,B,A,E,H,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B,A,A,B,B,B,B,A,A,B,A,A,B,A,A,B
1237066739,C,B,A,B,A,B,K,I,A,A,A,A,A,A,B,A,A,B,A,B,A,B,B,B,B,B,B,B,A,A,A,B,B,A,A,B,A,A,B
1235594473,A,B,A,B,B,E,A,D,C,B,A,B,B,A,B,B,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,B,B
1239451499,C,B,B,F,A,C,A,K,A,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1236831415,C,B,A,E,A,C,B,M,C,A,A,A,A,A,B,B,B,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A
1236679031,B,B,C,C,C,D,B,G,B,B,A,A,A,B,B,B,A,A,B,A,B,A,A,B,A,A,B,B,B,B,A,A,B,A,B,B,A,B,B
1238624823,B,B,C,C,D,C,A,F,C,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B
1236783721,A,A,A,B,B,C,J,E,C,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B
1244489817,D,A,A,E,C,A,I,P,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,B
1237705489,B,B,B,F,C,B,J,I,A,B,A,B,A,A,B,B,B,B,A,B,A,B,B,B,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A
1239773849,B,B,C,B,C,C,A,E,A,B,A,A,A,A,B,B,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B
1239044959,D,B,F,F,B,A,A,L,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A
1234958375,C,A,A,C,C,C,A,K,C,B,A,A,A,A,B,B,A,A,A,A,B,A,A,B,A,B,A,B,B,A,A,A,B,A,A,B,A,A,B
1244309345,B,B,A,B,C,E,A,G,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,B
1239365679,C,A,A,F,A,C,B,N,A,A,A,A,B,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,B,B,B,A,A,A,A,B
1237806695,B,B,A,B,B,E,B,B,B,B,A,A,B,B,B,A,A,A,B,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,B,B
1240459851,D,A,B,C,C,D,A,H,C,A,A,A,B,A,A,A,A,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,B,A,A,B,A,B,A
1236419815,C,B,A,B,B,D,L,E,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B
1236787049,B,A,G,B,C,D,J,E,C,B,A,A,A,B,A,A,A,A,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,A,B,B
1237242355,E,A,A,E,A,C,B,H,C,B,A,B,A,A,B,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1242911597,D,B,A,C,B,B,B,I,A,A,A,A,B,A,B,A,A,B,A,A,B,B,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A
1239429475,C,A,C,A,A,C,B,E,A,A,A,B,B,A,B,A,A,A,B,A,A,B,B,B,B,A,A,A,A,B,A,A,B,A,B,A,A,A,B
1236892159,B,B,A,B,B,C,K,B,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A
1239905621,C,A,A,C,D,A,I,J,A,A,A,A,A,B,B,B,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B
1237030789,B,B,A,B,D,E,L,D,C,B,A,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,A,B,A,A,B,A,A,B,A,B,B
1242586341,B,A,C,B,C,D,K,H,B,B,A,A,A,B,A,A,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B
1232471335,C,A,F,E,B,B,A,N,C,A,A,A,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1238968347,B,C,G,F,B,B,E,H,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1247683859,B,B,F,E,D,A,I,D,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1239318937,B,B,A,B,B,E,K,J,B,B,A,B,A,B,B,A,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1235722871,B,B,A,B,C,B,I,B,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1241313095,B,B,B,F,C,B,A,H,C,A,A,A,A,A,A,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1247685477,B,B,B,D,C,A,L,C,A,A,A,A,B,A,B,B,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1236390247,B,B,C,B,C,A,B,D,A,A,A,A,B,A,A,A,A,B,A,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1257249377,C,A,A,F,B,C,K,J,B,A,A,A,A,B,A,B,A,A,A,B,B,B,B,B,A,A,B,B,B,A,A,A,B,A,A,A,A,B,B
1239736511,D,B,A,E,C,D,K,J,C,B,A,A,B,A,B,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A
1237527829,B,B,A,B,A,D,B,M,C,A,A,B,B,A,B,B,A,A,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,B,B,B,B,A,B
1239251545,B,B,A,B,D,A,K,D,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1238774257,D,A,A,E,A,D,B,L,D,A,A,B,A,A,A,B,A,A,B,B,A,B,A,B,B,A,A,B,A,B,A,A,A,A,B,B,B,A,B
1236692555,C,B,A,B,B,B,L,D,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,B,A,B,A,A,A,B,A,A,A
1238815479,B,B,C,B,D,A,L,F,A,A,A,A,A,A,A,B,A,A,A,A,B,B,B,B,A,B,B,A,A,A,A,B,A,A,A,A,A,B,A
1236920497,D,A,A,E,B,B,I,H,C,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1244006275,B,B,A,B,C,C,L,I,A,A,A,A,A,A,B,A,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B
1238396495,D,B,A,C,C,A,J,K,A,A,A,B,B,A,B,A,B,B,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1236390263,B,A,A,B,A,D,B,K,C,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B
1243096297,B,A,A,C,C,E,K,G,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B
1237207393,D,A,D,E,C,A,J,O,A,A,A,A,A,A,B,A,B,B,A,A,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1237225889,B,B,C,B,C,B,B,C,A,A,A,A,B,A,B,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A
1236922069,D,A,D,F,D,C,G,I,C,A,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A
1240351513,B,A,A,C,A,C,B,K,C,B,A,A,B,A,B,A,B,B,A,A,A,B,B,B,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B
1238848723,D,B,A,D,B,A,A,I,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A
1232777359,B,B,A,B,D,E,B,B,B,B,A,B,B,B,A,B,A,A,B,A,A,A,A,B,A,B,A,B,B,A,A,A,B,A,A,B,A,B,B
1242165477,D,B,A,C,D,C,A,M,C,A,A,A,B,B,B,A,A,A,B,A,A,A,A,B,B,B,B,B,A,B,A,A,B,A,A,A,A,B,B
1246455887,C,A,B,D,C,C,A,H,A,A,A,A,B,A,A,A,B,B,A,A,B,B,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1238255639,C,A,D,F,D,C,I,K,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1250679549,C,A,A,C,B,C,J,J,C,A,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,A,B,B
1244678211,C,A,G,D,B,E,A,E,D,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B
1239494619,D,B,F,E,B,C,K,J,C,A,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,B,A,B,A,A,A,B,A,B,B
1238130849,D,B,A,D,C,C,A,C,C,A,A,A,B,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,A,A,B,B,A,A,A,A,A,B
1242459285,B,B,G,C,C,D,E,C,D,A,A,B,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,A,B,A,A,B,B,A,B,B,B,B
1232673113,B,B,A,B,A,C,A,F,C,A,A,A,A,A,B,A,B,B,B,A,A,B,B,A,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B
1247684981,B,B,B,F,A,B,L,C,A,A,A,A,B,A,B,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1243809947,A,B,A,C,D,B,A,D,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B
1235592431,B,A,A,B,C,D,K,E,C,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,B,B,A,B,B
1238678685,B,B,A,B,C,E,L,A,B,B,A,A,A,A,B,A,A,A,A,B,A,B,A,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A,B
1238335611,B,B,A,F,C,C,E,K,C,B,A,A,A,B,A,B,A,A,A,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,A,A,A,B,B
1238510593,D,B,A,F,C,A,K,I,A,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1239285717,D,B,A,D,B,C,L,H,D,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,A,A,A,B,B
1247064795,B,B,B,B,C,C,A,C,A,B,B,A,B,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,A
1234281867,B,A,A,E,B,D,B,K,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B
1239426523,E,B,A,E,B,B,A,K,C,A,A,A,B,A,B,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1239036437,B,B,A,E,B,E,A,K,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B
1240703739,C,A,C,F,C,B,B,K,A,A,A,A,B,A,B,A,A,A,A,B,A,B,B,B,A,A,A,A,B,B,A,A,B,A,B,B,B,A,B
1238778587,B,A,A,C,C,B,I,D,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1236039389,B,B,A,B,C,C,B,K,C,B,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,B,A,B,A,A,B,A,B,B,B,B,B
1240549649,D,B,A,E,B,A,I,J,C,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1240378961,B,A,A,E,C,B,J,E,C,A,A,B,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1238089375,C,B,A,B,C,D,A,D,B,B,A,A,A,B,B,A,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,A,A,B,A,B,B
1234991753,B,A,A,B,C,C,K,G,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,B,B,A,A,A,B,B,B,A,B,B,A,B,A,A,A
1237243005,B,A,A,E,D,C,A,I,C,B,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,A,A,B,B,A,B,A,A,B
1245429675,C,A,A,F,D,C,K,J,A,B,A,A,A,A,A,A,A,B,A,B,B,B,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1240673891,B,B,B,F,C,B,A,D,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A
1243746043,B,B,A,E,B,C,A,D,A,B,A,B,A,A,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,A,A,B,A,A,B,A,A,B
1238344703,C,A,A,D,C,D,A,G,C,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,B,A,B,B
1237533359,B,B,A,A,A,A,A,B,A,A,A,A,B,A,B,A,A,B,A,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A
1242646001,C,A,G,E,B,D,L,G,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B
1251521425,C,A,A,D,C,C,L,G,C,A,A,B,A,A,B,A,A,A,A,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,B,B,A,A,B
1240702723,C,B,A,D,C,C,A,K,B,B,A,B,A,B,B,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,A,A,B,B,A,B,A,B,B
1243698061,B,B,A,F,A,D,A,I,C,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,B,A,A,B,A,B,B,A,B,B
1242453371,B,B,A,F,C,E,A,J,D,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,A,A,B,B,B,B
1243837759,B,B,A,E,C,A,B,C,A,A,A,B,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A
1242596355,C,A,A,C,C,E,A,L,B,B,B,B,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B
1245011573,C,B,A,C,C,C,I,C,C,A,A,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1248076107,C,A,A,B,C,D,D,L,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,B,B,A,B,B,B,B,A,A,B,B,B,B,B,B,B
1238088397,B,B,C,C,C,B,K,C,A,A,A,A,B,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,B,B,A,B
1245065805,C,B,A,C,B,D,A,F,B,B,A,A,A,B,B,B,A,A,B,B,A,A,A,A,A,B,B,B,A,A,A,B,B,A,A,A,A,B,B
1252209801,C,B,B,C,A,C,L,E,A,A,A,B,B,A,B,A,A,A,A,B,A,B,B,B,A,A,A,A,B,B,A,A,B,A,A,B,A,A,A
1237287425,B,B,B,B,C,C,A,D,D,B,A,B,B,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B
1239685823,D,B,A,D,C,D,C,M,B,B,B,A,B,A,B,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,A,B,B
1237430669,C,B,A,B,A,C,B,O,B,B,A,B,A,B,B,B,A,A,B,B,A,A,B,B,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B
1236930803,B,B,B,A,B,A,A,C,A,A,A,B,A,A,B,A,A,A,A,A,B,B,B,B,B,B,B,A,B,A,A,A,A,A,A,B,A,B,B
1238616955,D,B,A,E,B,A,K,N,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
1237650033,D,A,A,F,C,D,A,K,C,B,B,A,B,B,A,B,A,A,B,A,A,A,A,B,B,B,A,B,B,A,B,A,B,A,A,A,A,B,B
1239703999,B,B,A,F,A,C,J,M,C,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1244467155,B,A,A,B,A,D,A,D,C,A,A,A,A,B,B,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
1236575901,B,B,B,D,C,C,A,H,A,A,A,A,B,A,B,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A
1255889105,A,A,A,E,C,D,B,K,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,A,B,A,A,B,B,A,B,B,B,B
1239768329,A,B,F,F,C,C,A,E,C,B,A,A,A,A,B,B,A,A,B,A,A,B,A,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,B
1243694195,B,B,C,D,C,D,A,H,D,B,B,B,A,B,A,B,A,A,B,A,A,A,A,B,A,B,B,B,B,B,B,A,B,B,B,B,A,B,B
1241415959,D,B,B,B,C,C,J,D,A,A,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,B,A,B,B
1237558929,C,B,A,F,A,C,K,J,C,B,A,A,A,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,A,A,B,A,A,B,A,B,B
1242841729,B,B,A,D,D,C,B,K,A,B,A,A,B,A,B,B,A,B,A,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,A,B,A,A,B
1239497045,C,B,A,C,C,D,L,D,A,A,A,B,A,A,B,A,A,B,B,A,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A
1247685651,D,B,B,F,B,C,A,A,C,A,A,A,B,A,B,B,A,A,B,A,A,B,B,B,B,A,A,A,A,B,A,B,B,A,A,B,A,A,B
1236405203,D,B,A,F,B,A,I,J,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1237855911,D,A,C,E,C,B,K,L,A,B,A,B,A,A,B,A,A,B,A,B,B,B,B,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A
1237165683,C,A,A,E,C,D,A,J,B,B,A,B,B,A,B,A,A,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,A,A,B
1248023175,C,A,A,C,C,E,B,J,B,B,B,A,A,B,A,B,A,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,B,B,A,A,A,B,B
1243963573,B,B,A,E,D,D,J,B,B,B,B,B,A,B,B,B,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1238768561,B,A,B,B,C,C,L,C,A,A,A,B,B,A,B,A,A,A,A,A,B,B,B,B,B,A,B,A,A,A,A,A,A,A,A,B,A,A,A
1238135735,C,A,A,F,C,D,A,J,B,A,A,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B,B,B,B,B,A,A,B,B,A,A,A,B,B
1236553837,B,A,C,C,C,B,B,G,A,A,A,A,A,A,B,A,A,A,A,B,B,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A
1237431835,B,B,A,C,B,D,B,H,B,B,A,B,A,B,A,B,A,A,B,A,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1246470765,B,B,B,C,B,D,L,H,C,A,A,A,B,A,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,A,A,A,B,A,A,B,A,A,A
1232447893,B,B,A,F,C,B,K,J,A,A,A,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B
1249900633,C,A,A,C,D,C,I,N,A,A,A,A,B,A,B,B,A,B,A,B,A,B,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A
1242308335,C,B,A,F,C,C,A,M,C,B,A,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,A,B,B,A,A,A,B,A,A,B,A,B,B
1237914071,B,A,A,F,C,C,B,F,B,B,A,B,A,B,A,B,A,A,B,B,B,A,A,B,B,B,B,B,B,A,A,A,B,B,B,A,A,B,B
1246416729,B,B,A,E,A,D,B,F,B,B,A,A,A,B,A,A,A,A,B,A,A,B,B,B,A,B,B,B,B,B,B,A,B,B,A,A,B,B,B
1239682899,C,B,A,C,B,C,A,F,C,B,B,A,A,B,A,B,A,A,A,B,B,A,A,B,B,B,B,B,B,A,A,A,B,A,A,B,B,B,B
1243802391,B,B,A,F,D,C,I,N,A,A,A,B,A,A,B,A,A,A,A,A,B,B,B,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B
1244152521,B,A,A,E,B,E,B,I,B,B,A,A,A,B,B,B,A,A,B,A,B,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,B,B,B
1238209437,B,B,E,C,C,C,A,B,A,B,A,B,A,A,B,A,A,B,A,A,B,B,A,B,B,A,A,A,B,A,A,A,B,A,A,B,A,A,A
1242501927,C,B,A,E,A,C,L,D,C,A,A,A,B,A,B,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B
1235836453,D,B,C,F,D,A,I,K,C,A,A,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A
1237599307,B,B,A,B,D,E,L,C,D,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,A,B,A,A,A,A,B,B
